"Lemma","POS","Freq"
"flute","VBZ",211
"snack","VBN",210
"phish","NN",210
"nerf","NP",210
"cow","VBP",209
"streak","VBP",208
"paralympics","NNS",208
"crane","VBP",208
"farce","VB",207
"egg","VBP",207
"stunt","VBP",206
"sheet","VBD",206
"huff","VBP",206
"bodge","VBZ",205
"ufo","NP",204
"flight","VBZ",204
"MMO","NN",203
"disorder","VBP",203
"prostitute","VBP",202
"pillar","VBZ",202
"garden","VBD",202
"disorder","VBG",202
"nonsense","NNS",201
"prank","VBN",200
"casserole","VBZ",200
"mother","VBD",198
"mortgage","VBP",198
"shipwreck","VB",197
"needle","VBD",197
"fag","VB",195
"panel","VB",193
"encore","VBN",192
"hood","VBZ",191
"raffle","VBD",190
"gerrymander","VBG",190
"advantage","VBP",190
"raffle","VBZ",189
"marketing","NNS",189
"riff","VBN",187
"taxation","NNS",186
"rift","VBN",186
"forest","VB",186
"wrangle","VBZ",183
"waterbed","NNS",183
"mortgage","VBZ",183
"calendar","VBP",183
"roof","VBZ",182
"stereotype","VBD",181
"job","VBN",179
"honey","VBN",179
"flight","VBG",179
"haven","VB",177
"dawn","VBP",177
"cow","VBG",177
"chord","VB",177
"ribbon","VBP",176
"remap","VBP",176
"pillar","VB",176
"scission","NN",175
"cut-and-paste","VB",175
"gracilis","NNS",174
"front","VBP",173
"cold","VBZ",173
"quickfire","JJ",172
"kegger","NN",172
"buffet","VBP",172
"anticyclone","NNS",172
"frame-up","NNS",171
"beatboxer","NN",171
"hyperinflation","NNS",170
"bush","VBP",170
"introspection","NNS",169
"bench","VBP",169
"buffet","VBZ",168
"hair-cut","NN",167
"pyramid","VBP",166
"whitewash","NNS",165
"wickedness","NNS",164
"wedge","VBP",164
"waterbed","JJ",164
"parachute","VBP",163
"wig","VBN",162
"summer","VBD",162
"deflation","NNS",162
"stopper","VBZ",161
"shoot-em-up","JJ",161
"motte","NNS",161
"hunch","VBP",161
"hat","VBG",161
"forest","VBD",161
"curry","VBP",161
"rash","VB",160
"fag","VBG",159
"summer","VBN",158
"silver","VB",158
"sheet","VBP",157
"rumor","VBD",156
"maunder","VBG",156
"hat","VBD",156
"ridge","VBP",155
"isopod","JJ",155
"gem","VB",155
"banquet","VBP",155
"adventure","VBD",155
"wig","VB",154
"pleasure","VBD",154
"rule-breaker","NNS",153
"gracilis","NN",153
"threat","VBN",152
"orb","VB",151
"wiki","VBZ",150
"shenanigan","NN",149
"program","VBD",149
"needle","VBP",148
"encore","VB",148
"camp","JJS",148
"wig","VBG",147
"warning","JJ",147
"rectification","NNS",147
"wiki","VBG",146
"rush","JJR",146
"mess-up","NNS",146
"banquet","VB",146
"weekend","VBG",145
"quake","VBZ",145
"knob","VBP",145
"boy-toy","NN",145
"hack","JJR",144
"detour","VBP",144
"conglomerate","VBN",144
"whitewash","VBP",143
"torte","NNS",143
"slur","VBP",143
"loophole","VBZ",143
"strop","VBG",142
"retrograde","VBG",141
"gerrymander","VBD",141
"adventure","VBN",140
"wig","VBZ",138
"mismatch","VBZ",137
"pipeline","VB",136
"plane","JJR",135
"sky","VBG",134
"metal","VBP",134
"wildcard","NP",133
"cyle","NN",133
"tightening","NNS",132
"vice","NN",131
"boom","VBP",131
"whore","VBN",130
"haggle","VBZ",130
"crack","JJR",130
"church","VBG",130
"mismatch","VB",129
"conglomerate","VBZ",129
"round","JJS",128
"raffle","VBP",128
"telescope","VBD",127
"rash","VBZ",127
"low","VBD",127
"barrel","VBP",127
"money-spinner","NNS",126
"blister","VBP",126
"orb","VBN",125
"alert","JJR",125
"letter","VBP",124
"hoax","VBZ",124
"flute","VBD",124
"right","JJR",123
"hill","VBG",123
"wiki","RB",122
"coverup","VB",122
"wildcard","JJ",121
"pilgrimage","VBZ",121
"habit","VBP",121
"ribbon","VBZ",120
"perfume","VBP",120
"haven","VBZ",120
"pumpage","NN",119
"paralympics","NN",119
"shock","JJR",117
"low","VBN",117
"article","VBD",117
"taxi","VBZ",116
"pillar","VBD",116
"flute","VBP",116
"down","VBP",116
"doodah","NN",116
"crab","VBP",116
"ADHD","VBN",116
"summer","VBP",115
"flute","VBG",114
"mound","VBD",113
"flight","VBD",113
"app","VB",113
"telescope","VBP",112
"pillow","VBP",112
"evil","JJS",112
"encore","VBZ",112
"advantage","VBG",112
"newsgroup","NP",111
"dust-up","NNS",111
"threat","VBP",110
"sauce","VBG",110
"flight","VBP",110
"encore","VBD",110
"lib","VBD",109
"hex","VBD",109
"gem","VBN",109
"crab","VBD",109
"yacht","VB",108
"threat","VBD",108
"rule-breaker","NN",108
"flaw","VB",108
"banquet","VBZ",108
"barrel","VBZ",107
"weekend","VB",106
"casserole","VB",106
"blackout","VBZ",106
"re-write","JJ",105
"whore","VBD",104
"prank","VBD",104
"core","VBP",104
"clutter","NNS",104
"battering","NNS",104
"plug-in","NNS",103
"hoax","VBP",103
"fag","VBP",103
"hood","VBP",101
"fascism","NNS",101
"dolly","VBZ",101
"decision","VBD",101
"plane","VBP",100
"hoax","VBD",100
"wiki","VB",99
"web","VBD",99
"rigging","NNS",99
"maunder","VB",99
"stopper","VB",98
"lesson","VBN",98
"jolt","VBP",98
"garlic","NNS",98
"silver","NNS",97
"retrograde","VBN",97
"puddle","VBD",97
"prank","VBP",97
"orb","VBD",97
"gem","VBG",97
"garrison","VBZ",97
"pipeline","VBZ",96
"hex","VBZ",96
"story","VBG",95
"pyramid","VBZ",95
"shark","VBP",94
"reshuffle","VBZ",94
"auction","VBP",94
"story","VBD",93
"right","JJS",93
"job","VBD",92
"gridlock","NNS",92
"company","VBN",92
"alien","VBP",92
"strop","VB",91
"paper","VBP",91
"hyperlink","VBP",91
"plymouth","JJ",90
"right","VBP",88
"forest","VBP",88
"brain-teaser","NNS",88
"short-covering","NN",87
"shipwreck","VBZ",87
"low","VBZ",87
"imbroglio","NNS",86
"chord","VBP",86
"rift","VBZ",85
"silver","VBP",84
"pyramid","VBN",84
"panel","VBP",84
"malaprop","NNS",84
"lesson","VBG",84
"deal","JJR",84
"symbol","VBP",83
"gem","VBP",83
"extremism","NNS",83
"witch","VBN",82
"hyperlink","JJ",82
"mod","JJS",81
"brain-teaser","NN",81
"beanstalk","NNS",81
"meglomaniac","NN",80
"hyperlink","NP",79
"chord","VBG",79
"tear-jerker","NNS",78
"phish","VB",78
"look-up","VB",78
"puddle","VBP",77
"FPS","VBZ",77
"alibi","VB",77
"weekend","VBP",75
"pillow","VBD",75
"meme","NP",75
"Hawza","NP",75
"ROI","NNS",74
"hooley","NN",74
"gerrymander","NNS",74
"download","NNS",74
"compresser","NN",74
"bush","VBD",73
"terrorism","NNS",72
"souvlaki","NNS",72
"quake","VBP",72
"deluge","VBP",72
"metal","VBZ",71
"cacophony","NNS",71
"ADHD","RB",71
"pipeline","VBD",70
"sauce","VBD",69
"mast","VBG",69
"scandal","VBP",68
"loophole","VBN",68
"loofa","NN",68
"dolly","VBG",68
"northeaster","NN",67
"NDA","NN",67
"lip-lock","NN",67
"fantasy","VBN",67
"encore","VBG",67
"mix-up","VB",66
"artifacting","VBG",66
"mashup","VB",64
"texaco","NN",63
"honey","VBZ",63
"average","JJR",63
"wiki","VBP",62
"orb","VBP",62
"meet","JJS",62
"company","VB",62
"rumor","VB",61
"lock-in","NP",61
"casserole","VBP",61
"adware","NP",61
"supervillain","NP",60
"strop","VBD",60
"shopping","NNS",60
"fool","JJR",60
"fanzine","NP",60
"scandal","VBZ",59
"mismatch","VBP",59
"doodah","NNS",59
"superstring","JJ",58
"pilgrimage","VBP",58
"witch","VBG",57
"remap","NP",57
"pillow","VBG",57
"rift","VBD",56
"stuff-up","NN",55
"muck-up","NN",55
"cameltoe","NN",55
"wobbly","JJR",54
"wiki","VBN",54
"u-turn","VB",54
"overbite","NNS",54
"facepalm","VB",54
"communism","NNS",54
"bias","VBD",53
"tailchase","NN",52
"mound","VBP",52
"hair-cut","NNS",52
"fisking","VBG",52
"deluge","VBZ",52
"casserole","VBN",52
"yacht","VBP",51
"refit","VBZ",51
"rb","JJ",51
"stopper","VBD",50
"lock-in","JJ",50
"flaw","VBP",50
"farce","VBZ",50
"double","JJR",50
"swedge","NN",49
"super-heroine","NN",49
"squall","VBD",49
"cut-and-paste","VBP",49
"comeuppance","NNS",49
"alibi","VBZ",49
"extreme","JJR",48
"retail","JJR",47
"January","NNS",47
"hill","VBN",47
"encore","VBP",47
"dolly","VBP",47
"wig","VBP",46
"shipwreck","VBG",46
"rash","JJR",46
"nerf","VBZ",46
"flash","JJS",46
"company","VBD",46
"boondoggle","VBG",46
"blowback","NNS",46
"squabble","VBZ",45
"souvlaki","NN",45
"orb","VBG",45
"monetization","NNS",45
"meme","JJ",45
"jape","VBZ",45
"game","JJS",45
"forest","VBG",45
"cover-up","VBP",45
"squall","VB",44
"lock-in","NNS",44
"evil","JJR",44
"bajada","NN",44
"XenaFest","NP",43
"strop","VBZ",43
"honey","VBD",43
"conglomerate","VB",43
"maunder","VBP",42
"journalism","NNS",42
"upper-cut","NN",41
"tongue-lashing","NNS",41
"rift","VB",41
"garrison","VBP",41
"front","JJR",41
"rumor","VBG",40
"ribbon","VBG",40
"reshuffle","VBP",40
"gubbing","NN",40
"conglomerate","VBG",40
"clusterfuck","JJ",40
"beatdown","JJ",40
"wig","VBD",39
"ha-ha","NNS",39
"fraudster","NP",39
"farce","VBP",39
"fag","VBD",39
"zone-out","NN",38
"strop","VBN",38
"lesson","VBD",38
"knob","VBG",38
"rash","VBP",37
"pseudo-scandal","NN",37
"pipeline","VBP",37
"habit","VBG",37
"company","VBG",37
"stitch-up","JJ",36
"ribbon","VBD",36
"hairdyer","NN",36
"broadband","VBP",36
"ADHD","VBZ",36
"shot","JJR",35
"self-martyrdom","NN",35
"retrograde","VBD",35
"non-sequitur","JJ",35
"alien","VBN",35
"zone-out","JJ",34
"fuck-up","JJ",34
"double-team","NP",34
"stinkbomb","NN",33
"squall","VBZ",33
"scandal","VB",33
"goop","NNS",33
"GIL","NN",33
"FS","RB",33
"church","VBD",33
"Stau","NP",32
"shipwreck","VBP",32
"mindfuck","JJ",32
"pillar","VBP",31
"northeaster","NNS",31
"NGO","NNS",31
"maunder","VBZ",31
"knob","VBD",31
"banquet","VBN",31
"witch","VBD",30
"FS","VBD",30
"conglomerate","VBP",30
"anticlimax","NNS",30
"upgrade","JJR",29
"shitfit","NN",29
"nerf","VBG",29
"deal","JJS",29
"bitemark","NN",29
"towback","NN",28
"noria","NN",28
"flamewar","JJ",28
"wobbly","JJS",27
"wiki","VBD",27
"remap","RB",27
"remap","JJ",27
"pedal","JJR",27
"haven","VBG",27
"gad-fly","NN",27
"stopper","VBG",26
"non-sequitur","NP",26
"meet","JJR",26
"jape","VB",26
"calendar","VBD",26
"broadband","NNS",26
"boondoggle","VBZ",26
"SUV","NN",25
"rumor","VBP",25
"habit","VBD",25
"fantasy","VBG",25
"loophole","VB",24
"gerrymander","VBP",24
"casserole","VBG",24
"arch","JJS",24
"squall","VBN",23
"rash","VBN",23
"psych-out","NN",23
"nerf","VBP",23
"loophole","VBP",23
"jape","VBG",23
"FMA","NN",23
"facepalm","VBP",23
"conglomerate","VBD",23
"stopper","VBP",22
"pyramid","VBD",22
"noria","NNS",22
"fisking","JJ",22
"alibi","VBP",22
"wildcard","VB",21
"web","JJ",21
"upper-cut","NNS",21
"squall","VBP",21
"scission","NNS",21
"pilgrimage","VBD",21
"newsgroup","NNS",21
"metal","VBN",21
"grizzly","JJR",21
"FS","VBZ",21
"chord","VBN",21
"bollocking","VBG",21
"banquet","VBD",21
"symbol","VBG",20
"set","JJR",20
"plugin","NNS",20
"pillar","VBG",20
"pilgrimage","VBN",20
"iron","JJR",20
"heatsink","NP",20
"gem","VBD",20
"flaw","VBG",20
"Spruance","NN",19
"shark","VBN",19
"sell-off","NNS",19
"secret","JJS",19
"mix-up","VBP",19
"mashup","VBZ",19
"illegitimacy","NNS",19
"fantasy","VBD",19
"facepalm","NP",19
"birther","NP",19
"supervillain","JJ",18
"ROI","NN",18
"rash","JJS",18
"complex","JJR",18
"boondoggle","VB",18
"beatboxer","NP",18
"rift","VBP",17
"psych-out","JJ",17
"pilgrimage","VBG",17
"cut-and-paste","NP",17
"vice","JJR",16
"mashup","VBG",16
"jape","VBD",16
"droner","NN",16
"cyle","JJ",16
"strop","VBP",15
"patch","NP",15
"letterhack","NN",15
"growth-spurt","NN",15
"FS","VB",15
"farce","VBN",15
"dolly","VBN",15
"coverup","VBP",15
"carve-up","NNS",15
"bush","JJR",15
"biteback","NN",15
"rash","VBG",14
"loofa","NNS",14
"leaderboard","JJ",14
"hill","VBD",14
"chaos","NNS",14
"bully","JJR",14
"alien","VBD",14
"aggregator","NP",14
"rapid","JJS",13
"play-down","NN",13
"party","JJS",13
"mindfuck","VB",13
"meme","VB",13
"loophole","VBG",13
"look-up","NNS",13
"Frankenstorage","NP",13
"dolly","VBD",13
"boondoggle","VBP",13
"alibi","VBN",13
"ADHD","VBG",13
"woman","VBN",12
"symbol","VBN",12
"shark","VBD",12
"rapid","JJR",12
"PWC","JJ",12
"meme","VBP",12
"maunder","VBD",12
"low","VBP",12
"killing","JJR",12
"grizzly","JJS",12
"double-team","JJ",12
"casserole","VBD",12
"soduko","NN",11
"PWC","NNS",11
"piss-up","JJ",11
"loophole","VBD",11
"January","NPS",11
"helter-skelter","NNS",11
"cold","VBG",11
"chord","VBD",11
"cankle","NN",11
"bully","JJS",11
"alibi","VBD",11
"afro","JJ",11
"adware","NNS",11
"secret","JJR",10
"rash","VBD",10
"plymouth","VB",10
"plymouth","NNS",10
"nerf","JJ",10
"KPI","NNS",10
"gubbing","VBG",10
"fuck-up","VB",10
"farce","VBG",10
"doodah","NP",10
"curation","NP",10
"correctness","NNS",10
"APC","JJ",10
"tweaker","NP",9
"quickfire","NP",9
"metal","VBG",9
"mashup","RB",9
"look-up","VBZ",9
"heatsink","NNS",9
"fraudster","JJ",9
"cut-and-paste","RB",9
"blowjob","NP",9
"APC","NNS",9
"alien","VBG",9
"viking","NP",8
"souvlaki","JJ",8
"reorganisation","NP",8
"rb","VB",8
"phish","VBP",8
"nerf","VBD",8
"kickstarter","VB",8
"honey","VBG",8
"gyratory","NP",8
"gerrymander","VBZ",8
"FS","VBG",8
"curation","JJ",8
"compound","JJR",8
"yacht","VBN",7
"validator","NP",7
"u-turn","NP",7
"taxodium","NN",7
"target","JJ",7
"swedge","VB",7
"sleep","JJ",7
"pseudo-classification","NN",7
"people","NN",7
"mom-mobile","NN",7
"meglomaniac","NP",7
"kickstarter","JJ",7
"kegger","NP",7
"curveball","JJ",7
"content","JJR",7
"brainfade","NN",7
"boondoggle","VBN",7
"book","JJ",7
"blowjob","JJ",7
"backburn","NN",7
"weekend","VBN",6
"subwoofer","NP",6
"soduko","NP",6
"NDA","NNS",6
"metal","VBD",6
"meglomaniac","JJ",6
"mashup","VBD",6
"kickstarter","NP",6
"jape","VBP",6
"jape","VBN",6
"hoo-hah","NP",6
"haven","VBD",6
"FS","VBN",6
"flamewar","NP",6
"fauxpas","NNS",6
"boy-toy","NP",6
"afro","RB",6
"yacht","VBD",5
"woman","VBG",5
"ufo","NNS",5
"symbol","VBD",5
"super-heroine","JJ",5
"shithole","NP",5
"rush","JJS",5
"rb","VBP",5
"plymouth","VBP",5
"plymouth","RB",5
"play-down","RB",5
"local","JJS",5
"killing","JJS",5
"fuck-up","VBZ",5
"flamewar","NNS",5
"fisking","NP",5
"fightback","NP",5
"ctag","NN",5
"cold","VBN",5
"chily","RB",5
"which","NP",4
"weekend","VBD",4
"u-turn","VBP",4
"stitch-up","VB",4
"snowbank","NP",4
"ROI","JJ",4
"reorganisation","JJ",4
"rb","NNS",4
"plane","JJS",4
"nerf","RB",4
"nerf","NNS",4
"MMORPG","JJ",4
"maunder","VBN",4
"fightback","NNS",4
"dust-up","RB",4
"cyle","VB",4
"comb-over","NNS",4
"clusterfuck","NP",4
"chart","JJ",4
"cankle","JJ",4
"boss","JJS",4
"boss","JJR",4
"beatdown","NNS",4
"bajada","NNS",4
"artifacting","JJ",4
"alibi","VBG",4
"afro","VBG",4
"adware","VB",4
"zine","NNS",3
"XenaFest","NN",3
"woodburner","NP",3
"wildcard","VBP",3
"volkswagen","JJ",3
"u-turn","JJ",3
"ufo","JJ",3
"tory","NNS",3
"supervixen","NP",3
"superstring","NP",3
"stitch-up","NNS",3
"souvlaki","VBG",3
"silver","JJS",3
"shot","JJS",3
"school","JJ",3
"RPG","NNS",3
"reorganisation","NNS",3
"problem","JJ",3
"piss-up","NNS",3
"mashup","VBP",3
"look-up","VBG",3
"KPI","NN",3
"irony","JJS",3
"index","JJ",3
"haven","VBN",3
"fuck-up","NNS",3
"fightback","JJ",3
"facepalm","JJ",3
"dual","JJR",3
"curation","NNS",3
"chocolate","JJR",3
"can","JJ",3
"boondoggle","VBD",3
"alert","JJS",3
"afro","NNS",3
"unpleaseable","JJ",2
"ufo","VBG",2
"ufo","RB",2
"supervillain","VB",2
"supervillain","RB",2
"stuff-up","VB",2
"shoot-em-up","NNS",2
"shithole","JJ",2
"re-write","NP",2
"re-write","NNS",2
"retrograde","JJR",2
"remap","NNS",2
"reinvention","JJ",2
"quickfire","VB",2
"project","JJ",2
"play-down","JJ",2
"phish","NNS",2
"patch","JJ",2
"paralympics","NP",2
"no-partner","NN",2
"nerf","VBN",2
"mindfuck","NP",2
"mashup","VBN",2
"look-up","RB",2
"item","VBN",2
"item","VBD",2
"infection","JJ",2
"hyperlink","VBG",2
"hoo-hah","NNS",2
"gunbarrel","NP",2
"growth-spurt","JJ",2
"front","JJS",2
"fool","JJS",2
"fanfiction","NNS",2
"edition","NP",2
"dying","JJ",2
"droner","NP",2
"driving","JJS",2
"dinger","JJ",2
"dealkiller","NN",2
"cyle","VBP",2
"curveball","NP",2
"comb-over","VB",2
"cold","VBD",2
"clusterfuck","NNS",2
"cameltoe","NP",2
"booksigning","JJ",2
"blowjob","VBP",2
"birther","JJ",2
"article","JJ",2
"age","JJ",2
"afro","VBN",2
"year","JJ",1
"XenaFest","JJ",1
"wretchedness","NNS",1
"world","JJ",1
"woodburner","NNS",1
"woodburner","JJ",1
"woman","VBD",1
"which","NN",1
"which","JJ",1
"week","JJ",1
"web","NP",1
"water","NP",1
"watch","JJ",1
"volkswagen","NNS",1
"type","JJ",1
"tweaker","NNS",1
"tweaker","JJ",1
"texaco","RB",1
"texaco","NNS",1
"test","JJ",1
"technology","JJ",1
"tailchase","VB",1
"tailchase","JJ",1
"table","JJ",1
"swedge","VBP",1
"SUV","RB",1
"SUV","NNS",1
"supervixen","NN",1
"supervillain","VBP",1
"supervillain","VBN",1
"subwoofer","NNS",1
"standard","JJR",1
"speech","JJ",1
"souvlaki","VBZ",1
"souvlaki","VBN",1
"souvlaki","VB",1
"snowbank","VBP",1
"snowbank","JJ",1
"sin","JJ",1
"shitstorm","VB",1
"shitstorm","NNS",1
"shithole","VBP",1
"server","JJ",1
"self-martyrdom","NP",1
"screen","NP",1
"sale","JJ",1
"RPV","NNS",1
"RPG","JJ",1
"roll","NP",1
"reinvention","NP",1
"reading","JJ",1
"racist","JJR",1
"quickfire","VBP",1
"pumpage","JJ",1
"p-tool","NN",1
"psych-out","VB",1
"psych-out","NNS",1
"prize","NN",1
"prize","JJ",1
"point","JJ",1
"pluck-up","VB",1
"pluck-up","NN",1
"phone","JJ",1
"phish","NP",1
"parade","JJ",1
"page","JJ",1
"offensive","JJR",1
"museum","JJ",1
"motor","JJS",1
"motor","JJR",1
"mom-mobile","NP",1
"map","JJ",1
"magnet","JJ",1
"machine","JJ",1
"locker-upper","NN",1
"local","JJR",1
"letterhack","JJ",1
"leaderboard","RB",1
"lasciviousness","NNS",1
"kickstarter","VBP",1
"kickstarter","RB",1
"kickstarter","NNS",1
"item","JJ",1
"install","NN",1
"hyperlink","NNS",1
"hubris","NNS",1
"hooley","VB",1
"honey","JJ",1
"hairdyer","JJ",1
"gunbarrel","NNS",1
"gunbarrel","JJ",1
"group","JJ",1
"fuck-up","RB",1
"Frankenstorage","NN",1
"Frankenstorage","JJ",1
"food","NP",1
"final","JJS",1
"farce","VBD",1
"everything","VBG",1
"event","NP",1
"e-rush","NP",1
"edition","JJ",1
"dump","NP",1
"dual","JJS",1
"down","NP",1
"double","NP",1
"double","JJS",1
"disproportionality","JJ",1
"date","JJ",1
"cut-and-paste","NNS",1
"curveball","VBP",1
"curveball","VB",1
"cuneiform-malapropisms","NNS",1
"crack","JJS",1
"content","JJS",1
"compresser","NP",1
"comb-over","JJ",1
"clusterfuck","VBD",1
"class","NP",1
"chily","JJ",1
"boy-toy","VBP",1
"boy-toy","NNS",1
"bonus","NP",1
"bollocking","JJ",1
"blowjob","VB",1
"blackout","VBN",1
"beatdown","RB",1
"backburn","RB",1
"artifacting","NP",1
"article","NP",1
"arch","JJ",1
"album","NP",1
